estate_address,city,rent,completion,room,room_size,structure
群馬県前橋市問屋町1丁目,前橋市,40000,1984-8-1,1LDK,42.08,鉄骨造
群馬県高崎市緑町3丁目,高崎市,48000,1984-9-1,3DK,49.34,軽量鉄骨造
群馬県高崎市緑町3丁目,高崎市,48000,1984-9-1,3DK,49.34,軽量鉄骨造
栃木県足利市江川町3丁目,足利市,35000,1984-9-1,2K,41.92,鉄骨造
群馬県高崎市井野町,高崎市,45000,1984-10-1,2DK,39.6,鉄骨造
群馬県前橋市南町3丁目,前橋市,68000,1984-10-1,3DK,53.11,RC(鉄筋コンクリート造)
群馬県前橋市南町3丁目,前橋市,68000,1984-10-1,2LDK,53.11,RC(鉄筋コンクリート造)
群馬県前橋市南町3丁目,前橋市,67000,1984-10-1,2LDK,53.08,RC(鉄筋コンクリート造)
栃木県足利市大正町,足利市,34000,1984-10-1,3DK,69.3,RC(鉄筋コンクリート造)
群馬県前橋市南町3丁目,前橋市,68000,1984-10-1,2LDK,53.08,RC(鉄筋コンクリート造)
群馬県前橋市北代田町,前橋市,28000,1984-10-21,1K,22,木造
栃木県足利市大前町,足利市,35000,1984-11-1,1K,27,RC(鉄筋コンクリート造)
群馬県前橋市大手町2丁目,前橋市,53000,1984-11-1,2DK,49.5,RC(鉄筋コンクリート造)
栃木県足利市大前町,足利市,37000,1984-11-1,1K,27,RC(鉄筋コンクリート造)
群馬県高崎市江木町,高崎市,40000,1984-12-1,2DK,38.78,木造
群馬県高崎市柳川町,高崎市,58000,1984-12-25,3DK,48.02,木造
群馬県高崎市上中居町,高崎市,52000,1985-1-1,1R,39.74,重量鉄骨造
群馬県高崎市八千代町2丁目,高崎市,30000,1985-1-1,1K,18.18,木造
群馬県前橋市西片貝町5丁目,前橋市,69500,1985-1-1,1LDK,55.21,RC(鉄筋コンクリート造)
栃木県足利市葉鹿町2丁目,足利市,37000,1985-1-1,1LDK,46.49,鉄骨造
群馬県高崎市八千代町2丁目,高崎市,30000,1985-1-1,1K,18.18,木造
栃木県足利市葉鹿町2丁目,足利市,37000,1985-1-1,1LDK,46.49,鉄骨造
栃木県足利市鹿島町,足利市,43000,1985-1-1,3DK,47.86,重量鉄骨造
群馬県高崎市上中居町,高崎市,52000,1985-1-1,1R,39.74,重量鉄骨造
栃木県足利市新宿町,足利市,35000,1985-1-1,2DK,43.44,軽量鉄骨造
群馬県前橋市高井町1丁目,前橋市,60000,1985-1-1,3LDK,65.43,RC(鉄筋コンクリート造)
群馬県前橋市箱田町,前橋市,80000,1985-1-1,5K,107.46,木造
群馬県前橋市西片貝町5丁目,前橋市,69500,1985-1-1,2LDK,72.55,RC(鉄筋コンクリート造)
群馬県前橋市総社町植野,前橋市,50000,1985-1-1,3K,50,木造
栃木県足利市新宿町,足利市,35000,1985-1-1,2DK,43.44,軽量鉄骨造
群馬県高崎市上中居町,高崎市,45000,1985-1-1,1K,22.68,重量鉄骨造
群馬県高崎市上中居町,高崎市,43000,1985-1-1,1K,22.68,重量鉄骨造
群馬県館林市近藤町,館林市,49000,1985-1-1,1R,50,木造
栃木県足利市福居町,足利市,46000,1985-1-1,3DK,48.6,RC(鉄筋コンクリート造)
栃木県足利市福居町,足利市,45000,1985-1-1,3DK,48.6,RC(鉄筋コンクリート造)
群馬県前橋市元総社町,前橋市,33000,1985-1-1,2DK,39,軽量鉄骨造
群馬県前橋市昭和町3丁目,前橋市,25000,1985-1-1,1R,27,鉄骨造
群馬県前橋市昭和町3丁目,前橋市,27000,1985-1-1,1R,27,鉄骨造
群馬県前橋市昭和町3丁目,前橋市,25000,1985-1-1,1R,27,鉄骨造
群馬県前橋市南町2丁目,前橋市,60000,1985-1-1,3DK,51.97,RC(鉄筋コンクリート造)
群馬県伊勢崎市昭和町,伊勢崎市,40000,1985-1-1,3DK,43,木造
群馬県みどり市笠懸町阿左美,みどり市,46000,1985-1-1,3DK,51.23,重量鉄骨造
群馬県前橋市城東町1丁目,前橋市,49000,1985-1-1,3DK,52.8,木造
群馬県高崎市南大類町,高崎市,35000,1985-1-1,2DK,40.92,軽量鉄骨造
栃木県足利市助戸1丁目,足利市,35000,1985-2-1,3K,39.23,軽量鉄骨造
群馬県前橋市南町3丁目,前橋市,53000,1985-2-1,1DK,33,RC(鉄筋コンクリート造)
栃木県足利市山下町,足利市,33000,1985-2-1,1K,26.4,RC(鉄筋コンクリート造)
群馬県前橋市南町3丁目,前橋市,53000,1985-2-1,1DK,33,RC(鉄筋コンクリート造)
栃木県足利市助戸1丁目,足利市,35000,1985-2-1,3K,39.23,軽量鉄骨造
群馬県高崎市南町,高崎市,28000,1985-3-1,1R,15,鉄骨造
群馬県高崎市大橋町,高崎市,35000,1985-3-1,1K,16,ALC
群馬県佐波郡玉村町大字下新田,佐波郡,23000,1985-3-1,1K,19.44,鉄骨造
群馬県伊勢崎市境米岡,伊勢崎市,45000,1985-3-1,3LDK,57,RC(鉄筋コンクリート造)
栃木県足利市有楽町,足利市,20000,1985-3-1,1K,23,木造
群馬県前橋市総社町植野,前橋市,40000,1985-3-1,2DK,35.3,軽量鉄骨造
栃木県足利市有楽町,足利市,24000,1985-3-1,1K,23,木造
群馬県高崎市南町,高崎市,28000,1985-3-1,1R,17,鉄骨造
群馬県高崎市中居町1丁目,高崎市,23000,1985-3-1,1K,19.4,軽量鉄骨造
群馬県伊勢崎市除ケ町,伊勢崎市,35000,1985-3-1,3DK,46.31,軽量鉄骨造
群馬県高崎市緑町1丁目,高崎市,46000,1985-3-1,3DK,47.86,軽量鉄骨造
群馬県伊勢崎市境米岡,伊勢崎市,45000,1985-3-1,3LDK,57,RC(鉄筋コンクリート造)
群馬県伊勢崎市美茂呂町,伊勢崎市,43000,1985-3-1,3DK,46.31,木造
群馬県前橋市下小出町2丁目,前橋市,27000,1985-3-1,1K,21.6,鉄骨造
群馬県前橋市総社町植野,前橋市,40000,1985-3-1,2DK,35.3,軽量鉄骨造
群馬県伊勢崎市境米岡,伊勢崎市,45000,1985-3-1,3LDK,57,RC(鉄筋コンクリート造)
群馬県前橋市下小出町3丁目,前橋市,39000,1985-3-1,1K,26.51,鉄骨造
栃木県足利市有楽町,足利市,24000,1985-3-1,1K,23,木造
群馬県前橋市天川大島町2丁目,前橋市,53000,1985-3-1,3DK,52.8,鉄骨造
群馬県伊勢崎市除ケ町,伊勢崎市,35000,1985-3-1,3DK,46.31,軽量鉄骨造
群馬県前橋市前箱田町,前橋市,42000,1985-3-1,2K,41.15,木造
群馬県伊勢崎市美茂呂町,伊勢崎市,43000,1985-3-1,3DK,46.31,木造
群馬県高崎市田町,高崎市,80000,1985-3-1,3LDK,61.09,SRC(鉄骨鉄筋コンクリート)
栃木県足利市有楽町,足利市,24000,1985-3-1,1K,23,木造
群馬県伊勢崎市美茂呂町,伊勢崎市,43000,1985-3-1,3DK,46.31,木造
群馬県伊勢崎市平和町,伊勢崎市,30000,1985-4-1,1DK,21.39,軽量鉄骨造
群馬県伊勢崎市下植木町,伊勢崎市,45000,1985-4-1,3DK,46.31,軽量鉄骨造
群馬県高崎市上小鳥町,高崎市,40000,1985-4-1,1K,23.1,RC(鉄筋コンクリート造)
群馬県伊勢崎市下植木町,伊勢崎市,45000,1985-4-1,3DK,46.31,軽量鉄骨造
群馬県高崎市上小鳥町,高崎市,39000,1985-4-1,1K,23.1,RC(鉄筋コンクリート造)
群馬県伊勢崎市ひろせ町,伊勢崎市,40000,1985-4-1,3DK,46.31,軽量鉄骨造
群馬県前橋市北代田町,前橋市,37000,1985-4-1,1K,31.12,鉄骨造
群馬県館林市成島町,館林市,25000,1985-4-1,1K,20.35,RC(鉄筋コンクリート造)
群馬県伊勢崎市乾町,伊勢崎市,42000,1985-4-1,2DK,35.3,軽量鉄骨造
群馬県伊勢崎市山王町,伊勢崎市,30000,1985-4-1,2DK,35.3,軽量鉄骨造
群馬県高崎市八千代町3丁目,高崎市,46000,1985-4-1,3DK,55.52,軽量鉄骨造
群馬県伊勢崎市南千木町,伊勢崎市,43000,1985-4-1,2DK,35.3,軽量鉄骨造
群馬県伊勢崎市南千木町,伊勢崎市,43000,1985-4-1,2DK,35.3,軽量鉄骨造
群馬県伊勢崎市上諏訪町,伊勢崎市,36000,1985-4-1,3DK,35.3,軽量鉄骨造
群馬県伊勢崎市山王町,伊勢崎市,30000,1985-4-1,2DK,35.3,軽量鉄骨造
群馬県伊勢崎市南千木町,伊勢崎市,43000,1985-4-1,2DK,35.3,軽量鉄骨造
群馬県伊勢崎市南千木町,伊勢崎市,43000,1985-4-1,2DK,35.3,軽量鉄骨造
群馬県前橋市古市町1丁目,前橋市古市,28000,1985-4-1,2DK,34.65,鉄骨造
群馬県太田市藤久良町,太田市,25000,1985-4-1,1K,25.02,木造
群馬県太田市藤久良町,太田市,25000,1985-4-1,1K,25.02,木造
群馬県高崎市上小鳥町,高崎市,45000,1985-4-1,2DK,36.96,RC(鉄筋コンクリート造)
群馬県伊勢崎市乾町,伊勢崎市,42000,1985-4-1,2DK,35.3,軽量鉄骨造
群馬県伊勢崎市南千木町,伊勢崎市,43000,1985-4-1,2DK,35.3,軽量鉄骨造
群馬県伊勢崎市下植木町,伊勢崎市,37000,1985-4-1,3DK,46.31,軽量鉄骨造
群馬県前橋市北代田町,前橋市,35000,1985-4-1,1K,31.12,鉄骨造
群馬県伊勢崎市上諏訪町,伊勢崎市,34000,1985-4-1,2DK,35.3,軽量鉄骨造
群馬県伊勢崎市山王町,伊勢崎市,30000,1985-4-1,2DK,35.3,軽量鉄骨造
群馬県伊勢崎市南千木町,伊勢崎市,45000,1985-4-1,2DK,35.3,軽量鉄骨造
群馬県伊勢崎市南千木町,伊勢崎市,43000,1985-4-1,2DK,35.3,軽量鉄骨造
群馬県伊勢崎市平和町,伊勢崎市,30000,1985-4-1,1DK,21.39,軽量鉄骨造
群馬県伊勢崎市ひろせ町,伊勢崎市,40000,1985-4-1,3DK,46.31,軽量鉄骨造
群馬県伊勢崎市下植木町,伊勢崎市,45000,1985-4-1,3DK,46.31,軽量鉄骨造
群馬県伊勢崎市南千木町,伊勢崎市,45000,1985-4-1,2DK,35.3,軽量鉄骨造
栃木県足利市大前町,足利市,16000,1985-5-1,1DK,34.05,木造
群馬県前橋市鳥羽町,前橋市,40000,1985-5-1,2K,34.7,木造
群馬県高崎市若松町,高崎市,45000,1985-6-30,1DK,35.46,重量鉄骨造
栃木県足利市大前町,足利市,13000,1985-7-1,1K,19.3,RC(鉄筋コンクリート造)
群馬県高崎市八千代町4丁目,高崎市,57000,1985-7-31,4DK,64.35,RC(鉄筋コンクリート造)
群馬県高崎市八千代町4丁目,高崎市,52000,1985-7-31,3DK,54.45,RC(鉄筋コンクリート造)
群馬県高崎市稲荷台町,高崎市,39000,1985-8-1,1LDK,34.78,木造
群馬県高崎市八千代町1丁目,高崎市,23000,1985-8-1,1K,24.36,軽量鉄骨造
群馬県高崎市稲荷台町,高崎市,38000,1985-8-1,1LDK,34.78,木造
群馬県前橋市日吉町4丁目,前橋市,45000,1985-8-1,3DK,52.9,RC(鉄筋コンクリート造)
群馬県高崎市八千代町3丁目,高崎市,44000,1985-9-1,3DK,53.46,軽量鉄骨造
群馬県高崎市八千代町3丁目,高崎市,42000,1985-9-1,3DK,53.46,軽量鉄骨造
栃木県足利市山川町,足利市,35000,1985-9-1,3DK,39,木造
群馬県伊勢崎市宮子町,伊勢崎市,40000,1985-9-20,2K,27,軽量鉄骨造
群馬県伊勢崎市宮子町,伊勢崎市,35000,1985-9-20,2K,27,軽量鉄骨造
群馬県伊勢崎市宮子町,伊勢崎市,40000,1985-9-20,2K,27,軽量鉄骨造
群馬県伊勢崎市宮子町,伊勢崎市,39000,1985-9-20,2K,27,軽量鉄骨造
群馬県伊勢崎市宮子町,伊勢崎市,35000,1985-9-20,2K,27,軽量鉄骨造
群馬県高崎市上中居町,高崎市,60000,1985-10-1,2LDK,47.98,軽量鉄骨造
群馬県高崎市上中居町,高崎市,55000,1985-10-1,2LDK,47.98,軽量鉄骨造
群馬県高崎市下小鳥町,高崎市,28000,1985-12-1,1K,20,鉄骨造
群馬県前橋市古市町1丁目,前橋市古市,51000,1985-12-1,3LDK,65.79,RC(鉄筋コンクリート造)
群馬県高崎市下小鳥町,高崎市,30000,1985-12-1,1K,20,鉄骨造
群馬県高崎市石原町,高崎市,45000,1985-12-1,2DK,39.6,軽量鉄骨造
栃木県足利市小俣南町,足利市,34000,1986-1-1,2DK,43.74,RC(鉄筋コンクリート造)
群馬県前橋市南町2丁目,前橋市,78000,1986-1-1,4DK,73.2,RC(鉄筋コンクリート造)
群馬県高崎市下豊岡町,高崎市,40000,1986-1-1,3DK,36.36,木造
群馬県高崎市片岡町3丁目,高崎市,60000,1986-1-1,2LDK,51.24,鉄骨造
群馬県高崎市片岡町3丁目,高崎市,60000,1986-1-1,3DK,51.24,鉄骨造
群馬県高崎市片岡町3丁目,高崎市,60000,1986-1-1,3DK,51.24,鉄骨造
群馬県前橋市広瀬町1丁目,前橋市,52000,1986-1-1,2DK,53,軽量鉄骨造
群馬県前橋市箱田町,前橋市,40000,1986-1-1,2DK,42,木造
群馬県高崎市岩押町,高崎市,27000,1986-1-1,1K,24.3,鉄骨造
栃木県足利市小俣南町,足利市,37000,1986-1-1,3DK,54.67,RC(鉄筋コンクリート造)
群馬県前橋市紅雲町1丁目,前橋市,63000,1986-1-1,2LDK,55.51,SRC(鉄骨鉄筋コンクリート)
群馬県伊勢崎市上諏訪町,伊勢崎市,40000,1986-1-1,2DK,35,軽量鉄骨造
群馬県高崎市岩押町,高崎市,27000,1986-1-1,1K,24.3,鉄骨造
群馬県高崎市片岡町3丁目,高崎市,60000,1986-1-1,3DK,51.24,鉄骨造
群馬県前橋市南町2丁目,前橋市,50000,1986-1-1,3DK,55,RC(鉄筋コンクリート造)
群馬県前橋市紅雲町1丁目,前橋市,70000,1986-1-1,1LDK,55.51,SRC(鉄骨鉄筋コンクリート)
群馬県高崎市飯塚町,高崎市,26000,1986-1-1,1K,22.72,木造
群馬県高崎市飯塚町,高崎市,26000,1986-1-1,1K,22.72,木造
群馬県前橋市六供町1丁目,前橋市,60000,1986-1-1,3DK,56.7,RC(鉄筋コンクリート造)
群馬県前橋市江田町,前橋市,50000,1986-1-1,2DK,45.54,RC(鉄筋コンクリート造)
群馬県前橋市紅雲町1丁目,前橋市,58000,1986-1-1,2LDK,55.51,SRC(鉄骨鉄筋コンクリート)
群馬県前橋市亀里町,前橋市,35000,1986-1-1,1K,19,木造
群馬県伊勢崎市今泉町1丁目,伊勢崎市,34000,1986-1-1,2DK,35.31,軽量鉄骨造
群馬県伊勢崎市今泉町1丁目,伊勢崎市,34000,1986-1-1,2DK,35.31,軽量鉄骨造
群馬県前橋市江田町,前橋市,50000,1986-1-1,2DK,45.54,RC(鉄筋コンクリート造)
群馬県前橋市江田町,前橋市,50000,1986-1-1,2DK,45.54,RC(鉄筋コンクリート造)
群馬県前橋市六供町1丁目,前橋市,65000,1986-1-1,3DK,56.7,RC(鉄筋コンクリート造)
群馬県前橋市茂木町,前橋市,35000,1986-1-1,2K,35.5,木造
群馬県前橋市本町1丁目,前橋市,36000,1986-1-1,1K,24.75,鉄骨造
群馬県前橋市南町2丁目,前橋市,58000,1986-1-1,2LDK,55,RC(鉄筋コンクリート造)
群馬県伊勢崎市上諏訪町,伊勢崎市,40000,1986-1-1,2DK,35,軽量鉄骨造
群馬県高崎市貝沢町,高崎市,50000,1986-1-1,2DK,39.44,鉄筋ブロック
栃木県足利市小俣南町,足利市,42000,1986-1-1,3DK,60.35,RC(鉄筋コンクリート造)
群馬県高崎市片岡町3丁目,高崎市,60000,1986-1-1,3DK,51.24,鉄骨造
栃木県足利市五十部町,足利市,47000,1986-2-1,3DK,53.46,RC(鉄筋コンクリート造)
群馬県前橋市千代田町2丁目,前橋市,61000,1986-2-1,1K,49.44,SRC(鉄骨鉄筋コンクリート)
栃木県足利市五十部町,足利市,46000,1986-2-1,3DK,53.46,RC(鉄筋コンクリート造)
群馬県太田市宝町,太田市,25000,1986-2-1,1K,21.87,鉄骨造
群馬県前橋市千代田町2丁目,前橋市,68000,1986-2-1,2LDK,57.54,SRC(鉄骨鉄筋コンクリート)
群馬県前橋市千代田町2丁目,前橋市,65000,1986-2-1,1LDK,49.44,SRC(鉄骨鉄筋コンクリート)
群馬県前橋市石倉町4丁目,前橋市,49000,1986-2-1,3DK,55.55,RC(鉄筋コンクリート造)
栃木県足利市五十部町,足利市,80000,1986-2-1,4LDK,82.35,RC(鉄筋コンクリート造)
群馬県太田市宝町,太田市,25000,1986-2-1,1K,21.87,鉄骨造
群馬県太田市宝町,太田市,25000,1986-2-1,1K,21.87,鉄骨造
群馬県太田市宝町,太田市,28000,1986-2-1,1K,21.87,鉄骨造
群馬県太田市宝町,太田市,25000,1986-2-1,1K,21.87,鉄骨造
群馬県太田市宝町,太田市,28000,1986-2-1,1K,21.87,鉄骨造
群馬県太田市宝町,太田市,28000,1986-2-1,1K,21.87,鉄骨造
群馬県前橋市千代田町2丁目,前橋市,67000,1986-2-1,2LDK,57.54,SRC(鉄骨鉄筋コンクリート)
群馬県前橋市千代田町2丁目,前橋市,67000,1986-2-1,1LDK,57.81,SRC(鉄骨鉄筋コンクリート)
群馬県太田市宝町,太田市,25000,1986-2-1,1K,21.87,鉄骨造
群馬県前橋市千代田町2丁目,前橋市,66000,1986-2-1,1LDK,57.81,SRC(鉄骨鉄筋コンクリート)
群馬県前橋市千代田町2丁目,前橋市,61000,1986-2-1,1LDK,49.44,SRC(鉄骨鉄筋コンクリート)
群馬県前橋市石倉町4丁目,前橋市,49000,1986-2-1,3DK,55.55,RC(鉄筋コンクリート造)
群馬県高崎市剣崎町,高崎市,44000,1986-3-1,2DK,38.88,鉄骨造
群馬県みどり市笠懸町阿左美,みどり市,53000,1986-3-1,3DK,62,SRC(鉄骨鉄筋コンクリート)
群馬県伊勢崎市山王町,伊勢崎市,34000,1986-3-1,2DK,35.3,軽量鉄骨造
群馬県前橋市表町1丁目,前橋市,59000,1986-3-1,1LDK,54.49,RC(鉄筋コンクリート造)
群馬県高崎市八島町,高崎市,65000,1986-3-1,2K,35.64,SRC(鉄骨鉄筋コンクリート)
群馬県高崎市上並榎町,高崎市,32000,1986-3-1,1K,24.79,RC(鉄筋コンクリート造)
群馬県伊勢崎市今泉町2丁目,伊勢崎市,28000,1986-3-1,1K,20,軽量鉄骨造
群馬県高崎市高砂町,高崎市,42000,1986-3-1,2DK,35,軽量鉄骨造
群馬県前橋市表町1丁目,前橋市,57000,1986-3-1,2LDK,54.49,RC(鉄筋コンクリート造)
群馬県高崎市並榎町,高崎市,23000,1986-3-1,1K,22.27,木造
群馬県高崎市並榎町,高崎市,23000,1986-3-1,1K,22.27,木造
群馬県みどり市笠懸町阿左美,みどり市,54000,1986-3-1,3DK,62,SRC(鉄骨鉄筋コンクリート)
群馬県高崎市八島町,高崎市,65000,1986-3-1,2K,35.64,SRC(鉄骨鉄筋コンクリート)
群馬県前橋市下小出町2丁目,前橋市,26000,1986-3-1,1K,21.6,鉄骨造
栃木県足利市伊勢町1丁目,足利市,49000,1986-3-1,2LDK,53.78,SRC(鉄骨鉄筋コンクリート)
群馬県高崎市八島町,高崎市,75000,1986-3-1,2K,38.34,SRC(鉄骨鉄筋コンクリート)
群馬県高崎市上並榎町,高崎市,32000,1986-3-1,1K,24.79,RC(鉄筋コンクリート造)
栃木県足利市大前町,足利市,33000,1986-3-1,1K,23.12,鉄骨造
群馬県伊勢崎市太田町,伊勢崎市,50000,1986-3-1,3DK,42.52,鉄骨造
群馬県伊勢崎市山王町,伊勢崎市,34000,1986-3-1,2DK,35.3,軽量鉄骨造
群馬県伊勢崎市山王町,伊勢崎市,34000,1986-3-1,2DK,35.3,軽量鉄骨造
群馬県高崎市石原町,高崎市,33000,1986-3-15,1K,26.68,軽量鉄骨造
群馬県高崎市下之城町,高崎市,39000,1986-4-1,2DK,39.23,軽量鉄骨造
群馬県佐波郡玉村町大字下新田,佐波郡,30000,1986-4-1,2K,20,鉄骨造
群馬県伊勢崎市境西今井,伊勢崎市,35000,1986-4-1,2DK,40,軽量鉄骨造
群馬県伊勢崎市境西今井,伊勢崎市,35000,1986-4-1,2DK,40,軽量鉄骨造
群馬県高崎市緑町2丁目,高崎市,49000,1986-4-1,2DK,43.92,軽量鉄骨造
群馬県高崎市下之城町,高崎市,40000,1986-4-1,2DK,39.23,軽量鉄骨造
群馬県高崎市並榎町,高崎市,45000,1986-4-1,1R,31.45,重量鉄骨造
群馬県高崎市鶴見町,高崎市,40000,1986-4-1,1K,22,鉄骨造
栃木県足利市朝倉町3丁目,足利市,35000,1986-4-1,1K,21.2,軽量鉄骨造
群馬県高崎市鶴見町,高崎市,40000,1986-4-1,1K,22,鉄骨造
群馬県高崎市緑町2丁目,高崎市,47000,1986-4-1,2DK,43.92,軽量鉄骨造
群馬県伊勢崎市山王町,伊勢崎市,30000,1986-4-1,2DK,35.3,軽量鉄骨造
群馬県伊勢崎市山王町,伊勢崎市,30000,1986-4-1,2DK,35.3,軽量鉄骨造
群馬県伊勢崎市山王町,伊勢崎市,30000,1986-4-1,2DK,35.3,軽量鉄骨造
群馬県佐波郡玉村町大字下新田,佐波郡,30000,1986-4-1,2K,20,鉄骨造
群馬県前橋市朝日町4丁目,前橋市,50000,1986-4-1,3K,54,鉄骨造
群馬県佐波郡玉村町大字下新田,佐波郡,30000,1986-4-1,2K,20,鉄骨造
群馬県高崎市新町,高崎市,25000,1986-4-1,1K,21.6,鉄骨造
群馬県太田市藤阿久町,太田市,25000,1986-4-1,1K,17.3,木造
群馬県前橋市上泉町,前橋市,77000,1986-4-1,7K,99.9,木造
群馬県伊勢崎市上諏訪町,伊勢崎市,42000,1986-4-1,2DK,35.3,軽量鉄骨造
